prefix	name	homepage	description	uri_format
P6033	CMS ID	https://www.cms.int/en/species	identifier for a taxon on the 'Convention on the Conservation of Migratory Species of Wild Animals' website	https://www.cms.int/en/species/$1
P6034	Plant Finder ID (Missouri Botanical Garden)	http://www.missouribotanicalgarden.org/plantfinder/plantfindersearch.aspx	identifier for a taxon in Plant Finder, on the Missouri Botanical Garden website	https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=$1
P6035	C.V. Starr Virtual Herbarium ID	https://sweetgum.nybg.org/science/vh/	identifier for a taxon on the Steere Herbarium website	https://sweetgum.nybg.org/science/vh/taxon-details/?irn=$1
P6036	Wild Herps ID	http://www.wildherps.com/index.html	identifier for a taxon on the Wild Herps website	http://www.wildherps.com/species/$1.html
P6039	Australian Faunal Directory ID	https://biodiversity.org.au/afd/search/names	identifier for a taxon on the Australian Faunal Directory website	https://biodiversity.org.au/afd/taxa/$1
P604	MedlinePlus ID		health information from U.S. government agencies, and health-related organizations	https://medlineplus.gov/ency/article/$1.htm
P6040	BirdLife Australia ID	http://birdlife.org.au/all-about-birds/australias-birds/find-a-bird/	identifier for a species on the BirdLife Australia website	https://birdlife.org.au/bird-profile/$1
P6041	John J. Audubon's Birds of America ID	https://www.audubon.org/birds-of-america	identifier for a taxon in John J. Audubon's 'Birds of America' on the National Audubon Society website	https://www.audubon.org/birds-of-america/$1
P6042	Echinoid Directory ID	http://www.nhm.ac.uk/our-science/data/echinoid-directory/taxa/search.jsp?search=	identifier for a taxon on the Echinoid Directory website	https://www.nhm.ac.uk/our-science/data/echinoid-directory/taxa/taxon.jsp?id=$1
P6043	Espèces Envahissantes Outre-mer ID	https://especes-envahissantes-outremer.fr/base-especes-exotiques-envahissantes/	identifier for a species on the Espèces Envahissantes Outre-mer website	https://especes-envahissantes-outremer.fr/especes_envahissante/$1/
P6044	FEIS ID	https://www.feis-crs.org/feis/faces/index.xhtml	identifier for a taxon on the Fire Effects Information System website	https://www.fs.usda.gov/database/feis/$1/all.html
P6045	Global Raptor Information Network ID	http://www.globalraptors.org/grin/speciesLookup.asp?lid=7	identifier for a taxon on the Global Raptor Information Network website	http://www.globalraptors.org/grin/SpeciesResults.asp?specID=$1
P6046	MNHN taxon ID	https://science.mnhn.fr/institution/mnhn/search/form	identifier for a taxon on the Muséum national d'histoire naturelle website	https://science.mnhn.fr/taxon/$1
P6047	Neotropical Birds ID	https://neotropical.birds.cornell.edu/Species-Account/nb/species	identifier for a taxon on the Neotropical Birds website	https://neotropical.birds.cornell.edu/Species-Account/nb/species/$1
P6048	New Zealand Birds Online ID	https://nzbirdsonline.org.nz/name-search?title=&field_other_names_value=&field_search_scientific_name_value=	identifier for a species on the New Zealand Birds Online website	https://nzbirdsonline.org.nz/species/$1
P6050	Orthoptera Species File ID (old version)	http://orthoptera.speciesfile.org/Common/editTaxon/SearchForTaxon.aspx	identifier for a taxon on the Orthoptera Species File Online website (old version now archived)	http://orthoptera.speciesfile.org/Common/basic/Taxa.aspx?TaxonNameID=$1
P6051	Sea Slug Forum ID	http://www.seaslugforum.net/species.htm	identifier for a taxon on the Sea Slug Forum website	http://www.seaslugforum.net/find/$1
P6052	Cockroach Species File ID (old version)	http://cockroach.speciesfile.org/Common/editTaxon/SearchForTaxon.aspx	identifier for a taxon on the Cockroach Species File website (old archived version)	http://cockroach.speciesfile.org/Common/basic/Taxa.aspx?TaxonNameID=$1
P6053	Coreoidea Species File ID	http://coreoidea.speciesfile.org/Common/editTaxon/SearchForTaxon.aspx	identifier for a taxon on the Coreoidea Species File website	http://coreoidea.speciesfile.org/Common/basic/Taxa.aspx?TaxonNameID=$1
P6054	GT IBMA ID	http://www.gt-ibma.eu/?s=&post_type=product	identifier for a species on the Groupe de travail Invasions biologiques en milieux aquatiques website	http://www.gt-ibma.eu/espece/$1/
P6055	Mantodea Species File ID	http://mantodea.speciesfile.org/Common/editTaxon/SearchForTaxon.aspx	identifier for a taxon on the Mantodea Species File website	http://mantodea.speciesfile.org/Common/basic/Taxa.aspx?TaxonNameID=$1
P6056	Red List of South African Plants ID	http://redlist.sanbi.org/index.php	identifier for a species on the Red List of South African Plants website	http://redlist.sanbi.org/species.php?species=$1
P6057	Systematic Catalog of Culicidae ID	http://www.mosquitocatalog.org/default.aspx	identifier for a taxon at the Systematic Catalog of Culicidae	http://www.mosquitocatalog.org/taxon_descr.aspx?ID=$1
P6061	Plant Parasites of Europe ID	https://bladmineerders.nl/	identifier for a taxon at the Plant Parasites of Europe database	https://bladmineerders.nl/$1/
P6070	BirdLife International IBA ID	http://datazone.birdlife.org/site/search	identifier for an area officially-designated an 'Important Bird & Biodiversity Area' (IBA) by BirdLife International	https://datazone.birdlife.org/site/factsheet/$1
P6092	Map of Life ID	https://mol.org	identifier for a taxon on the Map of Life website	https://mol.org/species/$1
P6093	AfroMoths ID	http://www.afromoths.net/species/queryAjax	identifier for a species on the AfroMoths website	https://www.afromoths.net/species_by_code/$1
P6094	FloraWeb ID	http://www.floraweb.de/pflanzenarten/namenssuche.html	identifier for a species on the FloraWeb website	https://www.floraweb.de/php/artenhome.php?suchnr=$1
P6096	FLOW ID	https://flow.hemiptera-databases.org/flow/	identifier for a species on the Fulgoromorpha Lists On the Web website	https://flow.hemiptera-databases.org/flow/?page=explorer&db=flow&lang=en&card=taxon&rank=species&id=$1
P6098	Info Flora ID	https://www.infoflora.ch/en/#	identifier for a taxon on the Info Flora website	https://www.infoflora.ch/en/flora/$1.html
P6101	Mushroom Observer ID	http://mushroomobserver.org	identifier of a taxon name at Mushroom Observer	https://mushroomobserver.org/name/show_name/$1
P6103	Michigan Flora ID	https://michiganflora.net/search.aspx	identifier for a species on the Michigan Flora website	https://michiganflora.net/record/$1
P6105	Observation.org taxon ID	https://observation.org/	taxon identifier on the Observation.org platform	https://observation.org/species/$1/
P6114	Portal to the Flora of Italy ID	http://dryades.units.it/floritaly/index.php?procedure=simple_new&tipo=all	identifier for a species on the Portal to the Flora of Italy website	http://dryades.units.it/floritaly/index.php?procedure=taxon_page&tipo=all&id=$1
P6115	Central African Plants ID	http://projects.biodiversity.be/brcap/pages/list	identifier for a species on the Central African Plants website	http://projects.biodiversity.be/brcap/pages/species_show/$1
P6128	Threatened Species Link ID	https://www.threatenedspecieslink.tas.gov.au/Pages/SpeciesList.aspx	identifier for a Tasmanian species on the Threatened Species Link website	https://www.threatenedspecieslink.tas.gov.au/Pages/$1.aspx
P6137	Alabama Plant Atlas ID	http://floraofalabama.org/Search.aspx	identifier for a species on the Alabama Plant Atlas website	http://floraofalabama.org/Plant.aspx?id=$1
P6139	Virtual Guide to the Flora of Mongolia ID	https://floragreif.uni-greifswald.de/taxon/?flora_search=Taxon&action=species	identifier for a species on the Virtual Guide to the Flora of Mongolia website	https://floragreif.uni-greifswald.de/taxon/?taxon_id=$1
P6142	Verspreidingsatlas.nl ID	https://www.verspreidingsatlas.nl/	identifier for a species on the verspreidingsatlas.nl website	https://www.verspreidingsatlas.nl/$1
P6159	Atlas of Florida Plants ID	http://florida.plantatlas.usf.edu/Search.aspx	identifier for a species on the Atlas of Florida Plants website	https://florida.plantatlas.usf.edu/Plant.aspx?id=$1
P6161	Invasive Plant Atlas of the United States ID	https://www.invasiveplantatlas.org/distribution.html	identifier for a species on the Invasive Plant Atlas of the United States website	https://www.invasiveplantatlas.org/subject.html?sub=$1
P6163	NAS ID	https://nas.er.usgs.gov/queries/FactSheetList.aspx	identifier for a species in the Nonindigenous Aquatic Species database, on the U.S. Geological Survey website	https://nas.er.usgs.gov/queries/FactSheet.aspx?speciesID=$1
P6171	Académie d'Arles member ID	http://academie.arles.free.fr/membres_contemporains_175.htm	identifier for a member of the 'Académie d'Arles' on its website	http://academie.arles.free.fr/$1.htm
P6174	The World Academy of Sciences fellow ID	https://twas.org/directory/deceased-twas-fellows	fellows of The World Academy of Sciences (TWAS)	https://twas.org/directory/$1
P6176	Cal-IPC ID	https://www.cal-ipc.org/plants/profiles/	identifier for a species on the California Invasive Plant Council website	https://www.cal-ipc.org/plants/profile/$1-profile/
P6177	EUNIS ID for species	https://eunis.eea.europa.eu/species.jsp	identifier for a species on the European Nature Information System website	https://eunis.eea.europa.eu/species/$1
P6179	Dimensions publication ID	https://app.dimensions.ai/	unique identifier for a work in the Dimensions database	https://app.dimensions.ai/details/publication/pub.$1
P6220	OpenTrials ID	https://explorer.opentrials.net	identifier for OpenTrials database over clinical trials	https://explorer.opentrials.net/trials/$1
P6226	ARLLFB member ID	https://www.arllfb.be/composition/	identifier for a member of the 'Académie royale de langue et de littérature françaises de Belgique' on its website	https://www.arllfb.be/composition/membres/$1.html
P6227	Flora of Wisconsin ID	http://wisflora.herbarium.wisc.edu/index.php	identifier for a taxon on the Flora of Wisconsin website	https://wisflora.herbarium.wisc.edu/taxa/index.php?taxon=$1
P6235	Académie royale de Belgique member ID	http://www.academieroyale.be/fr/who-who/	identifier for a person (including members) on the website of the 'Académie royale de Belgique'	https://www.academieroyale.be/fr/who-who-detail/relations/$1
P6264	Harvard Index of Botanists ID	http://kiki.huh.harvard.edu/databases/botanist_index.html	numerical identifier for a person in the Harvard Index of Botanists	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=$1
P6268	Danmarks svampeatlas ID	https://svampe.databasen.org/checklist/	identifier of fungus taxa in Danmarks svampeatlas	https://svampe.databasen.org/taxon/$1
P627	IUCN taxon ID	https://www.iucnredlist.org/	identifier for a taxon in the International Union for Conservation of Nature database; source for conservation status (P141)	https://www.iucnredlist.org/details/$1/0
P6282	French Academy of Sciences member ID	https://www.academie-sciences.fr/les-academiciens	identifier for a member of the French Academy of Sciences on its website	https://www.academie-sciences.fr/$1
P6285	Weeds in Ontario ID	http://www.omafra.gov.on.ca/english/crops/facts/ontweeds/weedgalfam.htm	identifier for a taxon on the Weeds in Ontario website	https://www.ontario.ca/document/weed-identification-guide-ontario-crops/$1
P6289	ODNR Division of Wildlife ID	http://wildlife.ohiodnr.gov/species-and-habitats/species-guide-index	identifier for a taxon in the Species Guide Index of the Ohio Department of Natural Resources website	https://web.archive.org/web/http://wildlife.ohiodnr.gov/species-and-habitats/species-guide-index/$1
P6341	IFPNI species ID	http://www.ifpni.org/species.htm	identifier for a species at the International Fossil Plant Names Index	http://www.ifpni.org/species.htm?id=$1
P6347	The White-files species ID	https://flow.hemiptera-databases.org/whiteflies/	identifier for a species in The White-files	https://flow.hemiptera-databases.org/whiteflies?page=explorer&db=aleurodes&lang=en&card=taxon&rank=species&id=$1
P6349	Lace Bugs Database ID	https://www.hemiptera-databases.org/cgi-bin/Tingidae/tingidae.pl?db=tingides&lang=en&card=speciess	identifier for a species in the Lace bugs database	https://www.hemiptera-databases.org/cgi-bin/Tingidae/tingidae.pl?db=tingides&lang=en&card=taxon&rank=species&id=$1
P637	RefSeq protein ID	http://www.ncbi.nlm.nih.gov	identifier for a protein	https://www.ncbi.nlm.nih.gov/protein/$1
P6376	Psyl'list species ID	https://flow.hemiptera-databases.org/psyllist/	identifier for a species in the Psyl'list database	https://flow.hemiptera-databases.org/psyllist?db=psylles&page=explorer&lang=en&card=taxon&rank=species&id=$1
P639	RefSeq RNA ID	http://www.ncbi.nlm.nih.gov/	RNA Identifier	https://www.ncbi.nlm.nih.gov/nuccore/$1
P6408	COOL species ID	https://www.hemiptera-databases.org/cool/database.php?db=cool&lang=en&card=speciess	identifier for a species in the COOL (Cercopoidea Organised On Line) database	https://flow.hemiptera-databases.org/cool/?page=explorer&db=cool&lang=en&card=taxon&rank=species&id=$1
P6409	CORE output ID		ID of an article in CORE (Connecting Repositories) (Not the CORE work ID)	https://core.ac.uk/display/$1
P6433	Global Species ID		identifier for a taxon in Global Species database	
P6481	Strepsiptera database species ID	https://www.hemiptera-databases.org/cgi-bin/strepsiptera.pl?db=strepsiptera&lang=en&card=speciess	identifier for a species in the Strepsiptera database	https://www.hemiptera-databases.org/cgi-bin/strepsiptera.pl?db=strepsiptera&lang=en&card=species&id=$1
P6485	Brentidae of the world species ID	https://www.hemiptera-databases.org/cgi-bin/Brentidae/brentidae.pl?db=brentidae&lang=en&card=speciess	identifier for a species in the Brentidae of the world database	https://www.hemiptera-databases.org/cgi-bin/Brentidae/brentidae.pl?db=brentidae&lang=en&card=taxon&rank=species&id=$1
P6487	Illustrated catalog of Tessaratomidae species ID	https://www.hemiptera-databases.org/cgi-bin/Tessaratomidae/tessaratomidae.pl?db=tessaratomidae&lang=en&card=speciess	identifier for a species in the Illustrated catalog of Tessaratomidae	https://www.hemiptera-databases.org/cgi-bin/Tessaratomidae/tessaratomidae.pl?db=tessaratomidae&lang=en&card=taxon&rank=species&id=$1
P6516	ScaleNet ID	https://scalenet.info/catalogue/	identifier for a genus or species in ScaleNet	https://wikidata-externalid-url.toolforge.org/?p=6516&url_prefix=http://scalenet.info/catalogue/&url_suffix=/&id=$1
P653	PubMed Health	http://www.ncbi.nlm.nih.gov/pubmedhealth	identifier for a physiological condition, in the PubMed Health website	https://www.ncbi.nlm.nih.gov/pubmedhealth/$1
P657	RTECS number	http://www.cdc.gov/niosh/npg/npgdrtec.html	chemical identifier from the Registry of Toxic Effects of Chemical Substances	
P6575	Académie de Rouen member ID	http://www.rouen-histoire.com/Academie/Academie.php	identifier for a member of the Académie de Rouen on its website	http://www.rouen-histoire.com/Academie/Acad_Fich.php?id=$1
P6605	Plant Illustrations artist ID	http://www.plantillustrations.org/artists.php	identifier for a botanical artist, on the Plant Illustrations website	http://www.plantillustrations.org/artist.php?id_artist=$1
P6626	Index to American Botanical Literature ID	http://sweetgum.nybg.org/science/iabl/	identifier in Index to American Botanical Literature	http://sweetgum.nybg.org/science/iabl/iabl-details/?irn=$1
P6661	Rxivist preprint ID	https://rxivist.org	identifier for a scientific or academic preprint of a paper, in the Rxivist database	https://rxivist.org/papers/$1
P667	ICPC 2 ID	http://www.who.int/classifications/icd/adaptations/icpc2/en	classification method for primary care encounters	https://www.hetop.eu/hetop/3CGP/en/?rr=CIP_D_$1
P6678	WoRMS source ID	https://www.marinespecies.org/aphia.php?p=sources&adv=1	identifier of a source in the WoRMS database	https://www.marinespecies.org/aphia.php?p=sourcedetails&id=$1
P668	GeneReviews ID	https://www.ncbi.nlm.nih.gov/books/NBK1116/advanced/	collection of peer-reviewed articles that describe specific gene-related diseases	https://www.ncbi.nlm.nih.gov/books/$1
P6680	MeSH term ID	https://id.nlm.nih.gov/mesh	"identifier of a ""MeSH term"" (Medical Subject Headings) of National Library of Medicine (National Institutes of Health - U.S. Department of Health)"	https://id.nlm.nih.gov/mesh/$1
P6694	MeSH concept ID	https://id.nlm.nih.gov/mesh/	identifier of a Medical Subject Headings concept	https://id.nlm.nih.gov/mesh/$1
P6704	FrogMAP ID	http://frogmap.adu.org.za	identifier of a species in FrogMAP - The Atlas of African Frogs encyclopedia	http://frogmap.adu.org.za/Species_text.php?sp=$1
P672	MeSH tree code	https://www.nlm.nih.gov/mesh/intro_trees.html	hierarchical category codes for MeSH descriptors (≠ MeSH ID)	https://id.nlm.nih.gov/mesh/$1
P673	eMedicine ID	http://emedicine.medscape.com/	identifier in the online clinical medical knowledge base	https://emedicine.medscape.com/article/$1-overview
P6754	OBIS ID		identifier for a taxon, in the Ocean Biogeographic Information System	https://obis.org/taxon/$1
P6756	Flora of Australia ID (new)	https://profiles.ala.org.au/opus/foa/profile/	identifier for a plant taxon, in an Australian Commonwealth database	https://profiles.ala.org.au/opus/foa/profile/$1
P6769	CNKI CJFD journal article ID	http://cnki.com.cn/	identifier for journal articles in China National Knowledge Infrastructure (CNKI)'s China Journal Full-text Database (CJFD)	https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=$1
P6800	sequenced genome URL		sequenced and assembled genome for this taxon	
P6801	number of hospital beds		number of inpatient beds	
P6812	AntWiki article ID	http://antwiki.org/wiki/	identifier for an article in AntWiki	https://antwiki.org/wiki/$1
P6852	CCDC Number	https://www.ccdc.cam.ac.uk	unique numerical identifier for crystal structures submitted to the Cambridge Crystallographic Data Centre (CCDC)	https://identifiers.org/ccdc:$1
P6864	eBiodiversity ID	https://elurikkus.ee/	identifier for a taxon in the Estonian eBiodiversity portal	https://elurikkus.ee/app/taxonomy/taxon/$1
P687	BHL page ID		identifier for a page in the Biodiversity Heritage Library (BHL)	https://biodiversitylibrary.org/page/$1
P6904	ATRF ID	http://www.canbr.gov.au/cpbr/cd-keys/RFK7/key/RFK7/Media/Html/entities/	identifier for a plant taxon, in the Australian Tropical Rainforest plants database	https://apps.lucidcentral.org/rainforest/text/entities/$1.htm
P6933	SA Flora ID	http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=	identifier for a plant taxon, in the Australian 'South Australian electronic Flora' database	http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=$1
P695	UN number	http://www.unece.org/fileadmin/DAM/trans/danger/publi/adr/adr2011/English/VolumeI.pdf	four-digit number that identify hazardous substances and articles in the framework of international transport	https://cameochemicals.noaa.gov/unna/$1
P6982	Australian Faunal Directory publication ID	https://biodiversity.org.au/afd/home	identifier of a publication in Australian Faunal Directory (Australian Biological Resources Study) of the Australian Government's Department of Environment and Energy	https://biodiversity.org.au/afd/publication/$1
P704	Ensembl transcript ID		transcript ID issued by Ensembl database	http://identifiers.org/ensembl/$1
P705	Ensembl protein ID		identifier for a protein issued by Ensembl database	https://www.ensembl.org/id/$1
P7066	Taxonomicon ID		identifier of a taxon at Taxonomicon website	http://taxonomicon.taxonomy.nl/TaxonName.aspx?id=$1
P7090	Australian Marine Algal Name Index ID	http://www.anbg.gov.au/cgi-bin/amani?	identifier of a name in the Australian Marine Algal Name Index	https://www.anbg.gov.au/cgi-bin/amani?taxon_id=$1
P7173	TA2 ID		Terminologia Anatomica second edition (2019) identifier. Unique identifier for human anatomical terminology.	https://ta2viewer.openanatomy.org/?id=$1
P7182	IBP 4-letter bird species alpha code		Standardized four-letter alphabetic code for bird species by the Institute for Bird Populations	
P7202	Belgian Species List ID	http://www.species.be/	identifier for a taxon in the Belgian Species List	http://www.species.be/en/$1
P7224	Insects (Insecta) of the World ID	http://insecta.pro/catalog	identifier for a taxon in the Insects (Insecta) of the World database	http://insecta.pro/taxonomy/$1
P7254	Pilze Deutschland ID	http://www.pilze-deutschland.de/organismen/	identifier for a taxon in the database of German Mycological Society (voluntary association - DGfM)	https://www.pilze-deutschland.de/organismen/$1
P7255	Moose Deutschland ID	http://www.moose-deutschland.de/organismen/	identifier for a taxon in the Moose Deutschland database	https://www.moose-deutschland.de/organismen/$1
P7292	Arnet Miner publication ID		ID of a publication in Arnet Miner	https://www.aminer.cn/pub/$1
P7329	ICD-11 ID (MMS)	https://icd.who.int/browse/latest-release/mms/en	identifier in ICD terminology of diseases - Version 11 (Mortality and Morbidity Statistics) linearization (not the foundation ID)	
P7346	Fossiilid.info ID	https://fossiilid.info	identifier for fossils at fossiilid.info	https://fossiilid.info/$1
P7366	FAIMER school ID		ID assigned to a medical school registered in the World Directory of Medical Schools	https://search.wdoms.org/home/SchoolDetail/$1
P7381	PubPeer article ID		Identifier of an scientific article at PubPeer	https://pubpeer.com/publications/$1
P7387	Q-Codes ID	http://3cgp.docpatient.net/	Q-Codes ID is for indexing Family medicine related docs; with the ICPC 2, both form the Core Content Classification in General Practice/ Family Medicine (3CGP)	https://www.hetop.eu/hetop/Q/fr/?q=$1
P7408	EconBiz publication ID		ID of a journal, book or article in EconBiz	https://www.econbiz.de/Record/$1
P7409	ERIC publication ID		ID of an article or book in ERIC	https://eric.ed.gov/?id=$1
P7413	Ancient Tree Inventory ID	https://ati.woodlandtrust.org.uk/	identifier for ancient and notable trees in the United Kingdom	https://ati.woodlandtrust.org.uk/tree-search/tree/?treeId=$1
P7468	MOHW HospID	https://www.nhi.gov.tw/Content_List.aspx?n=07FEBAA0B8C34D90&topn=D39E2B72B0BDFA15	ID of hospital registered under Ministry of Health and Welfare (Taiwan)	https://www1.nhi.gov.tw/QueryN/Query3_Detail.aspx?Page=3&HospID=$1
P7472	National Marine Biological Library ID	http://www.nmbl.org/	authority control identifier for the National Marine Biological Library	http://www.nmbl.org/cgi-bin/koha/opac-authoritiesdetail.pl?marc=1&authid=$1
P7496	NZPCN ID	http://nzpcn.org.nz/page.aspx?flora	ID of a plant taxon held by the New Zealand Plant Conservation Network	https://web.archive.org/web/*/http://nzpcn.org.nz/flora_details.aspx?ID=$1
P7546	Flowers of India ID	http://www.flowersofindia.net/botanical.html	identifier for plant taxons	https://wikidata-externalid-url.toolforge.org/?p=7546&url_prefix=http://www.flowersofindia.net/catalog/slides/&url_suffix=.html&id=$1
P7547	National Health Portal hospital ID	https://www.nhp.gov.in/directoryservices/hospitals	identifier for hospitals in India maintained by the 'National Health Portal'	https://www.nhp.gov.in/hospital/$1
P7552	Finnish Biodiversity Information Facility's Species List ID	https://laji.fi/taxon/	identifier for species found in Finland maintained by the Finnish Biodiversity Information Facility	https://laji.fi/taxon/$1
P7710	ScienceOpen publication ID	https://www.scienceopen.com	unique identifier of a work in ScienceOpen database	https://www.scienceopen.com/document?vid=$1
P7715	World Flora Online ID	http://www.worldfloraonline.org/	identifier for a plant in World Flora Online	https://list.worldfloraonline.org/$1
P7725	litter size		number of young born/laid at the same time by one animal	
P7743	Microworld ID	https://www.arcella.nl/	identifier for a taxon on the Microworld website	https://www.arcella.nl/$1/
P7830	LiverTox ID	https://www.ncbi.nlm.nih.gov/books/NBK547852/	LiverTox database ID	https://www.ncbi.nlm.nih.gov/books/n/livertox/$1
P7864	HAL article ID		identifier for an article in the HAL (Hyper Articles en Ligne) open access repository	https://hal.science/$1
P7896	Academia.edu publication ID	https://www.academia.edu/	identifier of a publication at Academia.edu	https://www.academia.edu/$1
P7905	AnimalBase ID		identifier of a species taxon in AnimalBase website	http://www.animalbase.uni-goettingen.de/zooweb/servlet/AnimalBase/home/speciestaxon?id=$1
P7916	Mendeley publication ID	https://www.mendeley.com/newsfeed?search=research-papers	identifier for a scientific publication on the Mendeley.com website	https://www.mendeley.com/catalogue/$1/
P7965	Scilit work ID	https://www.scilit.net	ID of a work in Scilit by MDPI	https://www.scilit.com/publications/$1
P7995	NHS Health A to Z ID	https://www.nhs.uk/conditions/	identifier for a health condition in the NHS Health A to Z	https://www.nhs.uk/conditions/$1
P8062	Ameli ID	http://annuairesante.ameli.fr/	identifier for a French medical facility on the Ameli website	https://annuairesante.ameli.fr/etablissements-de-soins/fiche-detaillee-wd-$1
P8064	Chinese Clinical Trial Registry ID	https://www.chictr.org/	identifier for the clinical trials registry in China	https://www.chictr.org.cn/searchproj.html?title=&officialname=&subjectid=&regstatus=&regno=$1&secondaryid=&applier=&studyleader=&createyear=&sponsor=&secsponsor=&sourceofspends=&studyailment=&studyailmentcode=&studytype=&studystage=&studydesign=&recruitmentstatus=&gender=&agreetosign=&measure=&country=&province=&city=&institution=&institutionlevel=&intercode=&ethicalcommitteesanction=&whetherpublic=&minstudyexecutetime=&maxstudyexecutetime=&btngo=btn
P8071	BDSP ID	https://bdsp-ehesp.inist.fr/vibad/index.php?action=advancedSearch	identifier for a scholarly publication in the BDSP bibliographic database	https://bdsp-ehesp.inist.fr/vibad/index.php?action=getRecordDetail&idt=$1
P8077	FHF establishment ID	https://etablissements.fhf.fr/annuaire/	identifier for a French medical facility on the Fédération hospitalière de France website	https://etablissements.fhf.fr/annuaire/hopital-site.php?id=$1
P8078	FHF hospital group ID	https://etablissements.fhf.fr/annuaire/	identifier for a French hospital group on the Fédération hospitalière de France website	https://etablissements.fhf.fr/annuaire/structure/structure$1
P8082	Spanish National Catalog of Hospitals ID	https://www.mscbs.gob.es/en/ciudadanos/centros.do	identifier for a Spanish health facility in the National Catalog of Hospitals	https://www.mscbs.gob.es/ciudadanos/centros.do?metodo=realizarDetalle&tipo=hospital&numero=$1
P8099	I-Revues ID	http://irevues.inist.fr/	identifier for a scholarly article in the I-Revues bibliographic database	http://documents.irevues.inist.fr/handle/2042/$1
P8101	MUSE article ID	https://muse.jhu.edu/	identifier for a scholarly article in the Project MUSE bibliographic database	https://muse.jhu.edu/article/$1
P8103	Paperity article ID	https://paperity.org/search/?advanced=1	identifier for a scholarly article in the Paperity bibliographic database	https://paperity.org/p/$1/wd
P8109	INIST ID	https://pascal-francis.inist.fr/vibad/index.php?action=advancedSearch	identifier for a scholarly publication in the Pascal and Francis bibliographic databases	https://pascal-francis.inist.fr/vibad/index.php?action=getRecordDetail&idt=$1
P8145	Psocodea Species File ID (old)		numerical identifier for a taxon on the Psocodea Species File project	http://psocodea.speciesfile.org/Common/basic/Taxa.aspx?TaxonNameID=$1
P8150	COVIDWHO ID	https://www.who.int/emergencies/diseases/novel-coronavirus-2019/global-research-on-novel-coronavirus-2019-ncov/	identifier of an article in the WHO COVID-19 Global literature on coronavirus disease database	https://search.bvsalud.org/global-literature-on-novel-coronavirus-2019-ncov/resource/en/$1
P8153	Accademia delle Scienze di Torino ID	https://www.accademiadellescienze.it/soci	identifier for a member of Accademia delle Scienze di Torino	https://www.accademiadellescienze.it/accademia/soci/$1
P8162	DGHS facility code	http://facilityregistry.dghs.gov.bd/index.php	identifier for a facility indexed by Bangladesh's Directorate General of Health Services	http://facilityregistry.dghs.gov.bd/org_profile.php?org_code=$1
P8164	DPVweb ID	https://www.dpvweb.net/dpv/name-index	identifier of plant virus in DPV (Descriptions of Plant Viruses) database	https://www.dpvweb.net/dpv/showdpv/?dpvno=$1
P8170	RPPS ID	https://annuaire.sante.fr/web/site-pro/extractions-publiques	identifier for a health professional in the Répertoire partagé des professionnels intervenant dans le système de santé	
P819	ADS bibcode		bibcode in the Astrophysics Data System	https://ui.adsabs.harvard.edu/abs/$1
P8204	tabular case data		tabular data on Wikimedia Commons of confirmed cases, recoveries, deaths, etc. due to a medical event; corresponds to P8011, P1603, P8049, P8010, P1120. Try to avoid deleting such statements	
P8273	GMC registration number		identifier for a physician, in the United Kingdom General Medical Council's official register	https://www.gmc-uk.org/doctors/$1
P8299	Semantic Scholar corpus ID		identifier for an article in the Semantic Scholar database (for hexadecimal ID see P4011)	https://api.semanticscholar.org/CorpusID:$1
P835	author citation (zoology)		short form of the name used after a taxon this person has authored	
P838	BioLib taxon ID		identifier for a taxon in the biological encyclopedia BioLib	https://www.biolib.cz/en/taxon/id$1
P8401	TheFreeDictionary medical term ID		identifier for a term in the medical-dictionary of TheFreeDictionary by Farlex Inc.	https://medical-dictionary.thefreedictionary.com/$1
P8468	Queensland Biota ID	https://apps.des.qld.gov.au/species-search	identifier for a taxon, in a Queensland Government database of species profiles	https://apps.des.qld.gov.au/species-search/details/?id=$1
P8469	Australian Weed ID	https://profiles.ala.org.au/opus/weeds-australia/search	identifier for a taxon, in an Atlas of Living Australia database of weed profiles	https://profiles.ala.org.au/opus/weeds-australia/profile/$1
P8485	distribution map of taxon		dynamic distribution map of taxon	
P8502	SÚKL code	http://www.sukl.cz	identifier for medicinal products assigned by the Czech State Institute for Drug Control	https://prehledy.sukl.cz/prehled_leciv.html#/leciva/$1
P8508	ChemSynthesis ID		identifier of a chemical compound in ChemSynthesis	https://www.chemsynthesis.com/base/chemical-structure-$1.html
P8586	Anais do Museu Paulista article ID	https://www.revistas.usp.br/wp/	identifier for a scholarly article in the Anais do Museu Paulista	http://www.revistas.usp.br/anaismp/article/view/$1
P8608	Fatcat ID	https://scholar.archive.org/fatcat	identifier on fatcat, a repository of scholarly articles maintained by the Internet Archive	https://scholar.archive.org/fatcat/$1
P8612	past Fellow of the Royal Society ID	https://catalogues.royalsociety.org/CalmView/default.aspx	identifier for past Fellows (deceased) of the Royal Society	https://catalogues.royalsociety.org/CalmView/Record.aspx?src=CalmView.Persons&id=$1
